operation,matrix_size,variable_type,num_operations,optimal_thread,optimal_execution_time
elemwise_multiplication,749,0,561001,8,0.000333
addition,749,1,561001,8,0.000333
duplication,749,1,561001,4,0.000333
multiplication,749,1,840379498,16,0.424667
elemwise_multiplication,749,1,561001,8,0.000333
addition,750,0,562500,8,0.000333
duplication,750,0,562500,8,0.000333
multiplication,750,0,843750000,8,0.364333
elemwise_multiplication,750,0,562500,8,0.000333
addition,750,1,562500,4,0.001000
duplication,750,1,562500,8,0.000667
multiplication,750,1,843750000,8,0.595000
elemwise_multiplication,750,1,562500,8,0.000333
addition,751,0,564001,4,0.000667
duplication,751,0,564001,8,0.000333
multiplication,751,0,847129502,16,0.386667
elemwise_multiplication,751,0,564001,8,0.000333
addition,751,1,564001,8,0.000333
duplication,751,1,564001,4,0.000333
multiplication,751,1,847129502,8,0.454667
elemwise_multiplication,751,1,564001,16,0.000333
addition,752,0,565504,4,0.000667
duplication,752,0,565504,8,0.000333
multiplication,752,0,850518016,4,0.401667
elemwise_multiplication,752,0,565504,16,0.000333
addition,752,1,565504,4,0.000333
duplication,752,1,565504,4,0.000333
multiplication,752,1,850518016,8,0.388667
elemwise_multiplication,752,1,565504,4,0.000333
addition,753,0,567009,4,0.000667
duplication,753,0,567009,16,0.000667
multiplication,753,0,853915554,16,0.397000
elemwise_multiplication,753,0,567009,4,0.000333
addition,753,1,567009,8,0.000333
duplication,753,1,567009,8,0.000333
multiplication,753,1,853915554,16,0.405333
elemwise_multiplication,753,1,567009,4,0.000333
addition,754,0,568516,8,0.000667
duplication,754,0,568516,8,0.000333
multiplication,754,0,857322128,16,0.381333
elemwise_multiplication,754,0,568516,4,0.000333
addition,754,1,568516,2,0.000667
duplication,754,1,568516,4,0.000333
multiplication,754,1,857322128,8,0.407667
elemwise_multiplication,754,1,568516,4,0.000667
addition,755,0,570025,4,0.001333
duplication,755,0,570025,8,0.000667
multiplication,755,0,860737750,8,0.371667
elemwise_multiplication,755,0,570025,4,0.000333
addition,755,1,570025,8,0.000667
duplication,755,1,570025,4,0.000667
multiplication,755,1,860737750,16,0.394667
elemwise_multiplication,755,1,570025,4,0.000333
addition,756,0,571536,4,0.000667
duplication,756,0,571536,8,0.000333
multiplication,756,0,864162432,8,0.535333
elemwise_multiplication,756,0,571536,4,0.004000
addition,756,1,571536,8,0.005667
duplication,756,1,571536,8,0.004000
multiplication,756,1,864162432,8,0.399333
elemwise_multiplication,756,1,571536,4,0.000667
addition,757,0,573049,4,0.000667
duplication,757,0,573049,4,0.000333
multiplication,757,0,867596186,8,0.395000
elemwise_multiplication,757,0,573049,16,0.000333
addition,757,1,573049,16,0.000667
duplication,757,1,573049,8,0.000333
multiplication,757,1,867596186,16,0.388333
elemwise_multiplication,757,1,573049,4,0.000333
addition,758,0,574564,4,0.000333
duplication,758,0,574564,8,0.000333
multiplication,758,0,871039024,16,0.378667
elemwise_multiplication,758,0,574564,16,0.000333
addition,758,1,574564,4,0.000667
duplication,758,1,574564,4,0.000333
multiplication,758,1,871039024,16,0.349000
elemwise_multiplication,758,1,574564,4,0.000333
addition,759,0,576081,16,0.000667
duplication,759,0,576081,4,0.000333
multiplication,759,0,874490958,8,0.479000
elemwise_multiplication,759,0,576081,8,0.000333
addition,759,1,576081,4,0.000667
duplication,759,1,576081,4,0.000333
multiplication,759,1,874490958,8,0.445000
elemwise_multiplication,759,1,576081,4,0.000667
addition,760,0,577600,4,0.001333
duplication,760,0,577600,8,0.000667
multiplication,760,0,877952000,4,0.501000
elemwise_multiplication,760,0,577600,8,0.000333
addition,760,1,577600,4,0.000667
duplication,760,1,577600,8,0.000667
multiplication,760,1,877952000,8,0.396333
elemwise_multiplication,760,1,577600,4,0.000333
addition,761,0,579121,4,0.000667
duplication,761,0,579121,8,0.000333
multiplication,761,0,881422162,16,0.601667
elemwise_multiplication,761,0,579121,4,0.001000
addition,761,1,579121,16,0.001667
duplication,761,1,579121,8,0.001000
multiplication,761,1,881422162,16,0.503333
elemwise_multiplication,761,1,579121,4,0.000333
addition,762,0,580644,8,0.000667
duplication,762,0,580644,8,0.000333
multiplication,762,0,884901456,16,0.574333
elemwise_multiplication,762,0,580644,8,0.000333
addition,762,1,580644,4,0.000667
duplication,762,1,580644,8,0.000333
multiplication,762,1,884901456,16,0.449333
elemwise_multiplication,762,1,580644,16,0.000333
addition,763,0,582169,16,0.000667
duplication,763,0,582169,4,0.000333
multiplication,763,0,888389894,8,0.392000
elemwise_multiplication,763,0,582169,16,0.000667
addition,763,1,582169,4,0.001000
duplication,763,1,582169,4,0.000667
multiplication,763,1,888389894,8,0.402667
elemwise_multiplication,763,1,582169,8,0.000333
addition,764,0,583696,8,0.000667
duplication,764,0,583696,4,0.000333
multiplication,764,0,891887488,8,0.494667
elemwise_multiplication,764,0,583696,8,0.000667
addition,764,1,583696,8,0.001333
duplication,764,1,583696,8,0.001000
multiplication,764,1,891887488,8,0.419000
elemwise_multiplication,764,1,583696,8,0.000667
addition,765,0,585225,4,0.000667
duplication,765,0,585225,8,0.000667
multiplication,765,0,895394250,8,0.548333
elemwise_multiplication,765,0,585225,8,0.000667
addition,765,1,585225,4,0.001333
duplication,765,1,585225,8,0.000667
multiplication,765,1,895394250,16,0.493333
elemwise_multiplication,765,1,585225,16,0.000333
addition,766,0,586756,4,0.000333
duplication,766,0,586756,4,0.000333
multiplication,766,0,898910192,8,0.394000
elemwise_multiplication,766,0,586756,4,0.000333
addition,766,1,586756,4,0.000333
duplication,766,1,586756,8,0.000333
multiplication,766,1,898910192,8,0.397333
elemwise_multiplication,766,1,586756,4,0.000333
addition,767,0,588289,8,0.000667
duplication,767,0,588289,8,0.000333
multiplication,767,0,902435326,8,0.397667
elemwise_multiplication,767,0,588289,4,0.000333
addition,767,1,588289,4,0.000667
duplication,767,1,588289,8,0.000333
multiplication,767,1,902435326,16,0.404667
elemwise_multiplication,767,1,588289,4,0.000333
addition,768,0,589824,4,0.000667
duplication,768,0,589824,4,0.000333
multiplication,768,0,905969664,4,0.558333
elemwise_multiplication,768,0,589824,4,0.001000
addition,768,1,589824,8,0.001333
duplication,768,1,589824,8,0.001000
multiplication,768,1,905969664,8,0.710667
elemwise_multiplication,768,1,589824,8,0.000333
addition,769,0,591361,4,0.000667
duplication,769,0,591361,4,0.000667
multiplication,769,0,909513218,16,0.517667
elemwise_multiplication,769,0,591361,4,0.000333
addition,769,1,591361,4,0.000333
duplication,769,1,591361,4,0.000333
multiplication,769,1,909513218,16,0.507000
elemwise_multiplication,769,1,591361,4,0.000333
addition,770,0,592900,4,0.000333
duplication,770,0,592900,16,0.000667
multiplication,770,0,913066000,4,0.430667
elemwise_multiplication,770,0,592900,4,0.000333
addition,770,1,592900,4,0.000667
duplication,770,1,592900,4,0.000333
multiplication,770,1,913066000,4,0.450667
elemwise_multiplication,770,1,592900,4,0.000333
addition,771,0,594441,8,0.000333
duplication,771,0,594441,16,0.000333
multiplication,771,0,916628022,16,0.520000
elemwise_multiplication,771,0,594441,4,0.000667
addition,771,1,594441,2,0.001000
duplication,771,1,594441,8,0.000667
multiplication,771,1,916628022,8,0.766667
elemwise_multiplication,771,1,594441,16,0.000333
addition,772,0,595984,8,0.000667
duplication,772,0,595984,4,0.000667
multiplication,772,0,920199296,16,0.528667
elemwise_multiplication,772,0,595984,8,0.000667
addition,772,1,595984,4,0.001333
duplication,772,1,595984,8,0.001000
multiplication,772,1,920199296,8,0.617000
elemwise_multiplication,772,1,595984,16,0.000333
addition,773,0,597529,16,0.000667
duplication,773,0,597529,2,0.000667
multiplication,773,0,923779834,4,0.461333
elemwise_multiplication,773,0,597529,2,0.000667
addition,773,1,597529,4,0.001000
duplication,773,1,597529,8,0.000667
multiplication,773,1,923779834,4,0.610667
elemwise_multiplication,773,1,597529,4,0.000333
addition,774,0,599076,16,0.000667
duplication,774,0,599076,16,0.000333
multiplication,774,0,927369648,8,0.448667
elemwise_multiplication,774,0,599076,4,0.000667
addition,774,1,599076,8,0.001333
duplication,774,1,599076,4,0.001000
multiplication,774,1,927369648,16,0.527000
elemwise_multiplication,774,1,599076,4,0.000333
addition,775,0,600625,4,0.000667
duplication,775,0,600625,8,0.000333
multiplication,775,0,930968750,4,0.590333
elemwise_multiplication,775,0,600625,8,0.001000
addition,775,1,600625,8,0.001667
duplication,775,1,600625,16,0.001000
multiplication,775,1,930968750,4,0.520000
elemwise_multiplication,775,1,600625,8,0.000333
addition,776,0,602176,4,0.001000
duplication,776,0,602176,8,0.000667
multiplication,776,0,934577152,16,0.527000
elemwise_multiplication,776,0,602176,8,0.000333
addition,776,1,602176,16,0.000667
duplication,776,1,602176,16,0.000333
multiplication,776,1,934577152,8,0.567333
elemwise_multiplication,776,1,602176,4,0.000333
addition,777,0,603729,4,0.000333
duplication,777,0,603729,4,0.000333
multiplication,777,0,938194866,16,0.537000
elemwise_multiplication,777,0,603729,4,0.000333
addition,777,1,603729,4,0.000333
duplication,777,1,603729,8,0.000333
multiplication,777,1,938194866,4,0.482333
elemwise_multiplication,777,1,603729,8,0.000667
addition,778,0,605284,8,0.001333
duplication,778,0,605284,8,0.001000
multiplication,778,0,941821904,8,0.410667
elemwise_multiplication,778,0,605284,8,0.000333
addition,778,1,605284,4,0.000667
duplication,778,1,605284,4,0.000667
multiplication,778,1,941821904,8,0.479667
elemwise_multiplication,778,1,605284,16,0.000333
addition,779,0,606841,8,0.000667
duplication,779,0,606841,8,0.000333
multiplication,779,0,945458278,8,0.429667
elemwise_multiplication,779,0,606841,16,0.001000
addition,779,1,606841,8,0.001333
duplication,779,1,606841,4,0.001000
multiplication,779,1,945458278,16,0.560667
elemwise_multiplication,779,1,606841,4,0.000333
addition,780,0,608400,8,0.000667
duplication,780,0,608400,8,0.000333
multiplication,780,0,949104000,4,0.445333
elemwise_multiplication,780,0,608400,8,0.000333
addition,780,1,608400,4,0.000667
duplication,780,1,608400,8,0.000333
multiplication,780,1,949104000,8,0.449667
elemwise_multiplication,780,1,608400,16,0.000333
addition,781,0,609961,8,0.000667
duplication,781,0,609961,8,0.000333
multiplication,781,0,952759082,8,0.472000
elemwise_multiplication,781,0,609961,8,0.000667
addition,781,1,609961,4,0.001667
duplication,781,1,609961,8,0.001000
multiplication,781,1,952759082,8,0.585000
elemwise_multiplication,781,1,609961,16,0.000333
addition,782,0,611524,8,0.000667
duplication,782,0,611524,8,0.000333
multiplication,782,0,956423536,16,0.543333
elemwise_multiplication,782,0,611524,4,0.001000
addition,782,1,611524,8,0.001333
duplication,782,1,611524,4,0.001000
multiplication,782,1,956423536,16,0.596667
elemwise_multiplication,782,1,611524,8,0.000333
addition,783,0,613089,8,0.000667
duplication,783,0,613089,2,0.000667
multiplication,783,0,960097374,16,0.484333
elemwise_multiplication,783,0,613089,8,0.001000
addition,783,1,613089,16,0.001667
duplication,783,1,613089,4,0.001333
multiplication,783,1,960097374,8,0.427000
elemwise_multiplication,783,1,613089,8,0.000667
addition,784,0,614656,8,0.001333
duplication,784,0,614656,8,0.001000
multiplication,784,0,963780608,8,0.417667
elemwise_multiplication,784,0,614656,4,0.000333
addition,784,1,614656,2,0.001000
duplication,784,1,614656,8,0.000667
multiplication,784,1,963780608,16,0.472000
elemwise_multiplication,784,1,614656,8,0.000667
addition,785,0,616225,4,0.001333
duplication,785,0,616225,4,0.001000
multiplication,785,0,967473250,8,0.432667
elemwise_multiplication,785,0,616225,8,0.000333
addition,785,1,616225,8,0.000667
duplication,785,1,616225,8,0.000333
multiplication,785,1,967473250,16,0.452000
elemwise_multiplication,785,1,616225,8,0.001000
addition,786,0,617796,4,0.001333
duplication,786,0,617796,4,0.001000
multiplication,786,0,971175312,8,0.544667
elemwise_multiplication,786,0,617796,4,0.000333
addition,786,1,617796,8,0.000667
duplication,786,1,617796,4,0.000333
multiplication,786,1,971175312,4,0.471000
elemwise_multiplication,786,1,617796,8,0.000667
addition,787,0,619369,8,0.000667
duplication,787,0,619369,8,0.000667
multiplication,787,0,974886806,16,0.488000
elemwise_multiplication,787,0,619369,4,0.001000
addition,787,1,619369,4,0.001333
duplication,787,1,619369,8,0.001000
multiplication,787,1,974886806,16,0.481667
elemwise_multiplication,787,1,619369,8,0.000667
addition,788,0,620944,4,0.001333
duplication,788,0,620944,8,0.001000
multiplication,788,0,978607744,4,0.444000
elemwise_multiplication,788,0,620944,4,0.000333
addition,788,1,620944,8,0.000667
duplication,788,1,620944,8,0.000333
multiplication,788,1,978607744,8,0.469667
elemwise_multiplication,788,1,620944,4,0.000333
addition,789,0,622521,2,0.001000
duplication,789,0,622521,8,0.000333
multiplication,789,0,982338138,8,0.437667
elemwise_multiplication,789,0,622521,8,0.001333
addition,789,1,622521,8,0.001667
duplication,789,1,622521,4,0.001000
multiplication,789,1,982338138,4,0.521333
elemwise_multiplication,789,1,622521,8,0.000333
addition,790,0,624100,8,0.000667
duplication,790,0,624100,4,0.000333
multiplication,790,0,986078000,8,0.451667
elemwise_multiplication,790,0,624100,4,0.001000
addition,790,1,624100,8,0.001333
duplication,790,1,624100,4,0.001000
multiplication,790,1,986078000,8,0.457000
elemwise_multiplication,790,1,624100,4,0.000667
addition,791,0,625681,8,0.001333
duplication,791,0,625681,4,0.001000
multiplication,791,0,989827342,8,0.544667
elemwise_multiplication,791,0,625681,4,0.000333
addition,791,1,625681,8,0.001000
duplication,791,1,625681,4,0.000667
multiplication,791,1,989827342,4,0.484667
elemwise_multiplication,791,1,625681,4,0.000333
addition,792,0,627264,4,0.000667
duplication,792,0,627264,4,0.000667
multiplication,792,0,993586176,4,0.452667
elemwise_multiplication,792,0,627264,4,0.001000
addition,792,1,627264,4,0.001000
duplication,792,1,627264,8,0.001000
multiplication,792,1,993586176,8,0.456000
elemwise_multiplication,792,1,627264,8,0.000667
addition,793,0,628849,4,0.001333
duplication,793,0,628849,4,0.001000
multiplication,793,0,997354514,8,0.628000
elemwise_multiplication,793,0,628849,4,0.000667
addition,793,1,628849,2,0.001000
duplication,793,1,628849,8,0.000667
multiplication,793,1,997354514,4,0.509667
elemwise_multiplication,793,1,628849,4,0.000333
addition,794,0,630436,8,0.000667
duplication,794,0,630436,8,0.000333
multiplication,794,0,1001132368,8,0.440667
elemwise_multiplication,794,0,630436,8,0.000333
addition,794,1,630436,16,0.000667
duplication,794,1,630436,4,0.000333
multiplication,794,1,1001132368,16,0.458000
elemwise_multiplication,794,1,630436,4,0.000333
addition,795,0,632025,8,0.000667
duplication,795,0,632025,8,0.000333
multiplication,795,0,1004919750,8,0.484000
elemwise_multiplication,795,0,632025,8,0.000333
addition,795,1,632025,8,0.000667
duplication,795,1,632025,4,0.000333
multiplication,795,1,1004919750,16,0.502333
elemwise_multiplication,795,1,632025,4,0.001000
addition,796,0,633616,8,0.001667
duplication,796,0,633616,8,0.001000
multiplication,796,0,1008716672,8,0.442667
elemwise_multiplication,796,0,633616,4,0.000333
addition,796,1,633616,4,0.000667
duplication,796,1,633616,2,0.000667
multiplication,796,1,1008716672,4,0.496333
elemwise_multiplication,796,1,633616,16,0.000667
addition,797,0,635209,4,0.001000
duplication,797,0,635209,4,0.000667
multiplication,797,0,1012523146,16,0.487333
elemwise_multiplication,797,0,635209,16,0.000333
addition,797,1,635209,16,0.000667
duplication,797,1,635209,2,0.000667
multiplication,797,1,1012523146,8,0.529333
elemwise_multiplication,797,1,635209,8,0.000333
addition,798,0,636804,8,0.000667
duplication,798,0,636804,4,0.000667
multiplication,798,0,1016339184,8,0.458667
elemwise_multiplication,798,0,636804,16,0.000333
addition,798,1,636804,4,0.000667
duplication,798,1,636804,8,0.000333
multiplication,798,1,1016339184,8,0.730667
elemwise_multiplication,798,1,636804,4,0.000667
addition,799,0,638401,4,0.001000
duplication,799,0,638401,4,0.000667
multiplication,799,0,1020164798,16,0.448333
elemwise_multiplication,799,0,638401,4,0.000333
addition,799,1,638401,16,0.000667
duplication,799,1,638401,4,0.000667
multiplication,799,1,1020164798,16,0.486333
elemwise_multiplication,799,1,638401,4,0.000333
addition,800,0,640000,8,0.000667
duplication,800,0,640000,8,0.000667
multiplication,800,0,1024000000,4,0.548667
elemwise_multiplication,800,0,640000,8,0.000667
addition,800,1,640000,4,0.000667
duplication,800,1,640000,8,0.000333
multiplication,800,1,1024000000,16,0.597000
elemwise_multiplication,800,1,640000,16,0.000333
addition,801,0,641601,8,0.000667
duplication,801,0,641601,4,0.000667
multiplication,801,0,1027844802,8,0.449333
elemwise_multiplication,801,0,641601,8,0.000333
addition,801,1,641601,4,0.000667
duplication,801,1,641601,8,0.000333
multiplication,801,1,1027844802,8,0.530000
elemwise_multiplication,801,1,641601,4,0.000333
